"Date","Price","Open","High","Low","Change %"
"12/21/2022","3.075","2.863","3.075","2.863","7.73%"
"12/20/2022","2.854","2.313","2.854","2.313","23.55%"
"12/19/2022","2.310","2.310","2.310","2.310","-0.54%"
"12/16/2022","2.322","2.322","2.322","2.322","0.11%"
"12/15/2022","2.320","2.320","2.320","2.320","0.11%"
"12/14/2022","2.318","2.318","2.318","2.318","0.13%"
"12/13/2022","2.315","2.315","2.315","2.315","0.11%"
"12/12/2022","2.312","2.312","2.312","2.312","0.28%"
"12/09/2022","2.306","2.306","2.306","2.306","0.11%"
"12/08/2022","2.303","2.303","2.303","2.303","0.11%"
"12/07/2022","2.300","2.300","2.300","2.300","0.11%"
"12/06/2022","2.298","2.298","2.298","2.298","0.11%"
"12/05/2022","2.296","2.296","2.296","2.296","0.33%"
"12/02/2022","2.288","2.288","2.288","2.288","0.11%"
"12/01/2022","2.286","2.286","2.286","2.286","0.11%"
"11/30/2022","2.283","2.283","2.283","2.283","-1.36%"
"11/29/2022","2.315","2.315","2.315","2.315","0.11%"
"11/28/2022","2.312","2.312","2.312","2.312","0.33%"
"11/25/2022","2.305","2.305","2.305","2.305","0.11%"
"11/24/2022","2.302","2.302","2.302","2.302","0.09%"
"11/23/2022","2.300","2.300","2.300","2.300","0.11%"
"11/22/2022","2.297","2.297","2.297","2.297","0.11%"
"11/21/2022","2.295","2.295","2.295","2.295","0.00%"
"11/18/2022","2.295","2.295","2.295","2.295","-0.93%"
"11/17/2022","2.316","2.316","2.316","2.316","0.11%"
"11/16/2022","2.314","2.314","2.314","2.314","0.09%"
"11/15/2022","2.312","2.312","2.312","2.312","0.11%"
"11/14/2022","2.309","2.309","2.309","2.309","0.26%"
"11/11/2022","2.303","2.303","2.303","2.303","0.11%"
"11/10/2022","2.301","2.301","2.301","2.301","0.70%"
"11/09/2022","2.285","2.285","2.285","2.285","0.09%"
"11/08/2022","2.283","2.283","2.283","2.283","0.09%"
"11/07/2022","2.281","2.337","2.337","2.281","-3.24%"
"11/04/2022","2.358","2.358","2.358","2.358","2.34%"
"11/03/2022","2.303","2.303","2.303","2.303","0.46%"
"11/02/2022","2.293","2.293","2.293","2.293","0.42%"
"11/01/2022","2.283","2.283","2.283","2.283","-1.66%"
"10/31/2022","2.322","2.370","2.370","2.322","-0.73%"
"10/28/2022","2.339","2.339","2.339","2.339","-1.50%"
"10/27/2022","2.375","2.375","2.375","2.375","0.40%"
"10/26/2022","2.365","2.275","2.365","2.275","4.37%"
"10/25/2022","2.266","2.200","2.266","2.200","3.40%"
"10/24/2022","2.191","2.191","2.191","2.191","-0.93%"
"10/21/2022","2.212","2.212","2.212","2.212","0.34%"
"10/20/2022","2.204","2.204","2.204","2.204","0.34%"
"10/19/2022","2.197","2.197","2.197","2.197","0.32%"
"10/18/2022","2.190","2.190","2.190","2.190","0.32%"
"10/17/2022","2.183","2.183","2.183","2.183","-0.86%"
"10/14/2022","2.202","2.202","2.202","2.202","0.32%"
"10/13/2022","2.195","2.195","2.195","2.195","0.32%"
"10/12/2022","2.188","2.188","2.188","2.188","-1.44%"
"10/11/2022","2.220","2.220","2.220","2.220","0.32%"
"10/10/2022","2.213","2.213","2.213","2.213","1.75%"
"10/07/2022","2.175","2.175","2.175","2.175","-1.36%"
"10/06/2022","2.205","2.133","2.205","2.133","3.67%"
"10/05/2022","2.127","2.127","2.127","2.127","0.24%"
"10/04/2022","2.122","2.086","2.139","2.086","1.97%"
"10/03/2022","2.081","1.941","2.081","1.941","5.96%"
"09/30/2022","1.964","1.964","1.964","1.964","0.18%"
"09/29/2022","1.961","2.028","2.028","1.961","-3.11%"
"09/28/2022","2.023","1.923","2.023","1.923","5.39%"
"09/27/2022","1.920","1.887","1.920","1.887","1.91%"
"09/26/2022","1.884","1.884","1.884","1.884","0.45%"
"09/23/2022","1.875","1.875","1.875","1.875","-1.50%"
"09/22/2022","1.904","1.904","1.904","1.904","0.98%"
"09/21/2022","1.885","1.885","1.885","1.885","0.13%"
"09/20/2022","1.883","1.803","1.883","1.803","4.44%"
"09/19/2022","1.803","1.803","1.803","1.803","-0.11%"
"09/16/2022","1.805","1.805","1.805","1.805","-0.03%"
"09/15/2022","1.806","1.806","1.806","1.806","0.00%"
"09/14/2022","1.806","1.806","1.806","1.806","0.00%"
"09/13/2022","1.806","1.806","1.806","1.806","-0.03%"
"09/12/2022","1.807","1.807","1.807","1.807","1.46%"
"09/09/2022","1.781","1.781","1.781","1.781","0.00%"
"09/08/2022","1.781","1.781","1.781","1.781","-0.06%"
"09/07/2022","1.783","1.783","1.783","1.783","0.00%"
"09/06/2022","1.783","1.783","1.783","1.783","-0.06%"
"09/05/2022","1.784","1.784","1.784","1.784","-0.14%"
"09/02/2022","1.786","1.786","1.786","1.786","0.00%"
"09/01/2022","1.787","1.737","1.787","1.737","2.76%"
"08/31/2022","1.739","1.739","1.739","1.739","-0.09%"
"08/30/2022","1.740","1.740","1.740","1.740","-0.06%"
"08/29/2022","1.742","1.742","1.742","1.742","-0.23%"
"08/26/2022","1.745","1.745","1.745","1.745","-0.06%"
"08/25/2022","1.747","1.747","1.747","1.747","1.22%"
"08/24/2022","1.725","1.725","1.725","1.725","-0.06%"
"08/23/2022","1.727","1.727","1.727","1.727","-0.09%"
"08/22/2022","1.728","1.684","1.728","1.684","2.25%"
"08/19/2022","1.690","1.690","1.690","1.690","-0.06%"
"08/18/2022","1.691","1.691","1.691","1.691","-0.12%"
"08/17/2022","1.693","1.652","1.693","1.652","2.33%"
"08/16/2022","1.655","1.613","1.655","1.613","2.35%"
"08/15/2022","1.617","1.617","1.617","1.617","2.05%"
"08/12/2022","1.584","1.584","1.584","1.584","-0.19%"
"08/11/2022","1.587","1.587","1.587","1.587","-0.16%"
"08/10/2022","1.589","1.546","1.589","1.546","1.76%"
"08/09/2022","1.562","1.562","1.562","1.562","-0.98%"
"08/08/2022","1.577","1.577","1.577","1.577","-2.77%"
"08/05/2022","1.622","1.622","1.622","1.622","2.20%"
"08/04/2022","1.587","1.636","1.636","1.587","-0.91%"
"08/03/2022","1.602","1.602","1.602","1.602","-0.84%"
"08/02/2022","1.615","1.615","1.615","1.615","-0.86%"
"08/01/2022","1.630","1.536","1.630","1.536","3.30%"
"07/29/2022","1.577","1.577","1.577","1.577","3.48%"
"07/28/2022","1.525","1.525","1.525","1.525","-0.91%"
"07/27/2022","1.538","1.538","1.538","1.538","-0.87%"
"07/26/2022","1.552","1.552","1.552","1.552","-0.83%"
"07/25/2022","1.565","1.565","1.565","1.565","0.22%"
"07/22/2022","1.561","1.561","1.561","1.561","-0.79%"
"07/21/2022","1.574","1.574","1.574","1.574","1.84%"
"07/20/2022","1.546","1.587","1.587","1.546","-0.80%"
"07/19/2022","1.558","1.558","1.558","1.558","-0.80%"
"07/18/2022","1.571","1.571","1.571","1.571","0.26%"
"07/15/2022","1.566","1.566","1.566","1.566","-0.76%"
"07/14/2022","1.579","1.541","1.579","1.541","1.71%"
"07/13/2022","1.552","1.552","1.552","1.552","-0.74%"
"07/12/2022","1.564","1.564","1.564","1.564","0.48%"
"07/11/2022","1.556","1.556","1.556","1.556","0.16%"
"07/08/2022","1.554","1.554","1.554","1.554","1.64%"
"07/07/2022","1.528","1.528","1.528","1.528","-0.71%"
"07/06/2022","1.539","1.539","1.539","1.539","-0.71%"
"07/05/2022","1.551","1.551","1.551","1.551","-0.70%"
"07/04/2022","1.561","1.526","1.561","1.526","0.19%"
"07/01/2022","1.559","1.559","1.559","1.559","1.50%"
"06/30/2022","1.536","1.602","1.602","1.536","-2.75%"
"06/29/2022","1.579","1.579","1.579","1.579","-0.63%"
"06/28/2022","1.589","1.556","1.589","1.556","1.47%"
"06/27/2022","1.566","1.533","1.566","1.533","2.25%"
"06/24/2022","1.531","1.531","1.531","1.531","-0.65%"
"06/23/2022","1.541","1.541","1.541","1.541","0.39%"
"06/22/2022","1.536","1.536","1.536","1.536","-0.65%"
"06/21/2022","1.546","1.577","1.577","1.546","-2.52%"
"06/20/2022","1.586","1.554","1.586","1.554","2.09%"
"06/17/2022","1.553","1.553","1.553","1.553","-0.54%"
"06/16/2022","1.561","1.572","1.572","1.561","-0.70%"
"06/15/2022","1.572","1.572","1.572","1.572","0.00%"
"06/14/2022","1.572","1.572","1.572","1.572","0.03%"
"06/13/2022","1.571","1.571","1.571","1.571","1.19%"
"06/10/2022","1.553","1.553","1.553","1.553","0.00%"
"06/09/2022","1.553","1.446","1.553","1.446","7.36%"
"06/08/2022","1.446","1.589","1.589","1.446","-8.91%"
"06/07/2022","1.588","1.518","1.588","1.518","4.61%"
"06/06/2022","1.518","1.518","1.518","1.518","-0.07%"
"06/03/2022","1.519","1.519","1.519","1.519","0.00%"
"06/02/2022","1.519","1.553","1.553","1.519","-2.19%"
"06/01/2022","1.553","1.486","1.553","1.486","2.17%"
"05/31/2022","1.520","1.553","1.553","1.520","-2.12%"
"05/30/2022","1.553","1.520","1.553","1.520","2.14%"
"05/27/2022","1.520","1.520","1.520","1.520","-0.03%"
"05/26/2022","1.521","1.458","1.521","1.458","5.37%"
"05/25/2022","1.444","1.537","1.537","1.444","-6.11%"
"05/24/2022","1.538","1.507","1.538","1.507","2.06%"
"05/23/2022","1.507","1.507","1.507","1.507","-0.07%"
"05/20/2022","1.508","1.508","1.508","1.508","0.00%"
"05/19/2022","1.508","1.508","1.508","1.508","0.00%"
"05/18/2022","1.508","1.597","1.597","1.508","-5.51%"
"05/17/2022","1.597","1.564","1.597","1.564","1.92%"
"05/16/2022","1.566","1.446","1.566","1.446","10.47%"
"05/13/2022","1.418","1.418","1.418","1.418","-0.28%"
"05/12/2022","1.422","1.422","1.422","1.422","-0.28%"
"05/11/2022","1.426","1.426","1.426","1.426","-0.28%"
"05/10/2022","1.430","1.543","1.543","1.430","-7.47%"
"05/09/2022","1.546","1.508","1.546","1.508","1.91%"
"05/06/2022","1.516","1.516","1.516","1.516","-0.20%"
"05/05/2022","1.520","1.520","1.520","1.520","1.00%"
"05/04/2022","1.505","1.505","1.505","1.505","-0.13%"
"05/03/2022","1.507","1.507","1.507","1.507","-0.20%"
"05/02/2022","1.510","1.510","1.510","1.510","1.75%"
"04/29/2022","1.484","1.484","1.484","1.484","-0.20%"
"04/28/2022","1.487","1.487","1.487","1.487","-0.20%"
"04/27/2022","1.490","1.490","1.490","1.490","-0.17%"
"04/26/2022","1.492","1.537","1.537","1.492","0.67%"
"04/25/2022","1.482","1.438","1.482","1.438","0.88%"
"04/22/2022","1.469","1.469","1.469","1.469","2.19%"
"04/21/2022","1.438","1.479","1.479","1.438","-3.39%"
"04/20/2022","1.488","1.488","1.488","1.488","2.13%"
"04/19/2022","1.457","1.498","1.498","1.457","-3.32%"
"04/18/2022","1.507","1.467","1.507","1.467","0.84%"
"04/15/2022","1.495","1.495","1.495","1.495","-0.60%"
"04/14/2022","1.503","1.465","1.503","1.465","2.00%"
"04/13/2022","1.474","1.474","1.474","1.474","-0.57%"
"04/12/2022","1.482","1.482","1.482","1.482","-0.60%"
"04/11/2022","1.492","1.492","1.492","1.492","2.02%"
"04/08/2022","1.462","1.462","1.462","1.462","-0.61%"
"04/07/2022","1.471","1.471","1.471","1.471","-0.54%"
"04/06/2022","1.479","1.479","1.479","1.479","-0.54%"
"04/05/2022","1.487","1.487","1.487","1.487","-0.54%"
"04/04/2022","1.495","1.461","1.495","1.461","0.67%"
"04/01/2022","1.485","1.485","1.485","1.485","-0.50%"
"03/31/2022","1.492","1.459","1.492","1.459","1.74%"
"03/30/2022","1.467","1.494","1.494","1.467","-1.81%"
"03/29/2022","1.494","1.494","1.494","1.494","-0.03%"
"03/28/2022","1.495","1.495","1.495","1.495","-0.13%"
"03/25/2022","1.497","1.497","1.497","1.497","-0.07%"
"03/24/2022","1.497","1.456","1.497","1.456","2.81%"
"03/23/2022","1.457","1.457","1.457","1.457","-0.10%"
"03/22/2022","1.458","1.458","1.458","1.458","-0.07%"
"03/21/2022","1.459","1.499","1.499","1.459","-2.77%"
"03/18/2022","1.500","1.500","1.500","1.500","-0.03%"
"03/17/2022","1.501","1.501","1.501","1.501","0.00%"
"03/16/2022","1.502","1.502","1.502","1.502","0.00%"
"03/15/2022","1.502","1.502","1.502","1.502","1.21%"
"03/14/2022","1.484","1.484","1.484","1.484","-0.13%"
"03/11/2022","1.486","1.486","1.486","1.486","-0.03%"
"03/10/2022","1.487","1.487","1.487","1.487","0.00%"
"03/09/2022","1.487","1.487","1.487","1.487","-0.07%"
"03/08/2022","1.488","1.488","1.488","1.488","0.00%"
"03/07/2022","1.488","1.488","1.488","1.488","-0.10%"
"03/04/2022","1.490","1.490","1.490","1.490","0.00%"
"03/03/2022","1.490","1.490","1.490","1.490","-0.07%"
"03/02/2022","1.492","1.492","1.492","1.492","0.00%"
"03/01/2022","1.492","1.492","1.492","1.492","0.00%"
"02/28/2022","1.492","1.459","1.492","1.459","2.05%"
"02/25/2022","1.462","1.462","1.462","1.462","1.04%"
"02/24/2022","1.447","1.447","1.447","1.447","-0.07%"
"02/23/2022","1.448","1.464","1.464","1.448","-5.02%"
"02/22/2022","1.525","1.525","1.525","1.525","12.84%"
"02/21/2022","1.351","1.351","1.351","1.351","-10.62%"
"02/18/2022","1.512","1.512","1.512","1.512","10.05%"
"02/17/2022","1.373","1.373","1.373","1.373","-3.34%"
"02/16/2022","1.421","1.421","1.421","1.421","-2.94%"
"02/15/2022","1.464","1.464","1.464","1.464","-2.63%"
"02/14/2022","1.503","1.503","1.503","1.503","2.70%"
"02/11/2022","1.464","1.464","1.464","1.464","-2.27%"
"02/10/2022","1.498","1.498","1.498","1.498","0.00%"
"02/09/2022","0.000","0.000","0.000","0.000","-100.00%"
"02/08/2022","1.370","1.370","1.370","1.370","-2.39%"
"02/07/2022","1.404","1.404","1.404","1.404","1.59%"
"02/04/2022","1.382","1.382","1.382","1.382","-2.09%"
"02/03/2022","1.411","1.411","1.411","1.411","-1.88%"
"02/02/2022","1.439","1.439","1.439","1.439","-1.78%"
"02/01/2022","1.464","1.464","1.464","1.464","5.28%"
"01/31/2022","1.391","1.391","1.391","1.391","-5.02%"
"01/28/2022","1.464","1.464","1.464","1.464","4.72%"
"01/27/2022","1.398","1.398","1.398","1.398","-98.60%"
"01/26/2022","100.100","1.421","1.421","1.421","6,834.53%"
"01/25/2022","1.444","1.444","1.444","1.444","-1.43%"
"01/24/2022","1.464","1.464","1.464","1.464","4.09%"
"01/21/2022","1.407","1.407","1.407","1.407","-1.40%"
"01/20/2022","1.427","1.427","1.427","1.427","-1.31%"
"01/19/2022","1.446","1.372","1.446","1.372","3.84%"
"01/18/2022","1.393","1.393","1.393","1.393","-98.61%"
"01/17/2022","100.120","1.411","1.411","1.411","6,161.41%"
"01/14/2022","1.599","1.599","1.599","1.599","-0.87%"
"01/13/2022","1.613","1.416","1.613","1.416","12.56%"
"01/12/2022","1.433","1.433","1.433","1.433","0.00%"
"01/11/2022","1.433","1.433","1.433","1.433","-2.18%"
"01/10/2022","1.465","1.465","1.465","1.465","1.03%"
"01/07/2022","1.450","1.450","1.450","1.450","-1.02%"
"01/06/2022","1.465","1.465","1.465","1.465","3.02%"
"01/05/2022","1.422","1.422","1.422","1.422","0.96%"
"01/04/2022","1.408","1.408","1.408","1.408","-1.05%"
"01/03/2022","1.423","1.423","1.423","1.423","0.81%"
"12/31/2021","1.412","1.412","1.412","1.412","-0.98%"
"12/30/2021","1.426","1.426","1.426","1.426","-0.94%"
"12/29/2021","1.439","1.439","1.439","1.439","2.71%"
"12/28/2021","1.401","1.401","1.401","1.401","-0.95%"
"12/27/2021","1.415","1.415","1.415","1.415","0.71%"
"12/24/2021","1.405","1.405","1.405","1.405","-0.88%"
"12/23/2021","1.418","1.370","1.418","1.370","2.49%"
"12/22/2021","1.383","1.383","1.383","1.383","-0.93%"
"12/21/2021","1.396","1.396","1.396","1.396","-0.85%"
"12/20/2021","1.408","1.408","1.408","1.408","2.21%"
"12/17/2021","1.378","1.378","1.378","1.378","-0.83%"
"12/16/2021","1.389","1.389","1.389","1.389","2.28%"
"12/15/2021","1.358","1.358","1.358","1.358","-0.84%"
"12/14/2021","1.370","1.370","1.370","1.370","2.24%"
"12/13/2021","1.339","1.339","1.339","1.339","-2.51%"
"12/10/2021","1.374","1.374","1.374","1.374","2.16%"
"12/09/2021","1.345","1.345","1.345","1.345","-0.85%"
"12/08/2021","1.357","1.357","1.357","1.357","-0.80%"
"12/07/2021","1.367","1.367","1.367","1.367","-0.80%"
"12/06/2021","1.378","1.378","1.378","1.378","0.51%"
"12/03/2021","1.372","1.372","1.372","1.372","-0.72%"
"12/02/2021","1.382","1.382","1.382","1.382","1.92%"
"12/01/2021","1.355","1.355","1.355","1.355","-0.73%"
"11/30/2021","1.365","1.365","1.365","1.365","0.59%"
"11/29/2021","1.357","1.357","1.357","1.357","0.44%"
"11/26/2021","1.352","1.352","1.352","1.352","-0.73%"
"11/25/2021","1.362","1.362","1.362","1.362","-0.73%"
"11/24/2021","1.372","1.372","1.372","1.372","1.86%"
"11/23/2021","1.347","1.347","1.347","1.347","-98.66%"
"11/22/2021","100.270","1.357","1.357","1.357","4,216.40%"
"11/11/2021","2.323","2.323","2.323","2.323","0.00%"
"11/10/2021","2.323","2.323","2.323","2.323","108.53%"
"11/09/2021","1.114","1.114","1.114","1.114","-21.27%"
"11/08/2021","1.415","1.415","1.415","1.415","10.03%"
"11/05/2021","1.286","1.286","1.286","1.286","-9.12%"
"11/04/2021","1.415","1.415","1.415","1.415","-6.60%"
"11/03/2021","1.515","1.515","1.515","1.515","7.07%"
"11/02/2021","1.415","1.415","1.415","1.415","21.04%"
"11/01/2021","1.169","1.169","1.169","1.169","-17.39%"
"10/29/2021","1.415","1.415","1.415","1.415","14.62%"
"10/28/2021","1.235","1.235","1.235","1.235","-5.18%"
"10/27/2021","1.302","1.302","1.302","1.302","-4.37%"
"10/26/2021","1.362","1.362","1.362","1.362","-3.81%"
"10/25/2021","1.416","1.416","1.416","1.416","3.17%"
"10/22/2021","1.372","1.372","1.372","1.372","-3.04%"
"10/21/2021","1.415","1.415","1.415","1.415","9.06%"
"10/20/2021","1.298","1.298","1.298","1.298","-3.17%"
"10/19/2021","1.340","1.340","1.340","1.340","8.55%"
"10/18/2021","1.235","1.235","1.235","1.235","6.70%"
"10/15/2021","1.157","1.157","1.157","1.157","-3.38%"
"10/14/2021","1.197","1.197","1.197","1.197","-3.00%"
"10/13/2021","1.235","1.235","1.235","1.235","-2.76%"
"10/12/2021","1.270","1.270","1.270","1.270","6.77%"
"10/11/2021","1.189","1.189","1.189","1.189","-7.58%"
"10/08/2021","1.286","1.286","1.286","1.286","5.93%"
"10/07/2021","1.214","1.214","1.214","1.214","-2.41%"
"10/06/2021","1.245","1.245","1.245","1.245","-2.24%"
"10/05/2021","1.273","1.273","1.273","1.273","5.51%"
"10/04/2021","1.207","1.207","1.207","1.207","-6.18%"
"10/01/2021","1.286","1.286","1.286","1.286","4.89%"
"09/30/2021","1.226","1.226","1.226","1.226","-2.00%"
"09/29/2021","1.251","1.251","1.251","1.251","-1.84%"
"09/28/2021","1.275","1.275","1.275","1.275","1.31%"
"09/27/2021","1.258","1.258","1.258","1.258","0.68%"
"09/24/2021","1.250","1.250","1.250","1.250","4.26%"
"09/23/2021","1.199","1.199","1.199","1.199","-1.80%"
"09/22/2021","1.220","1.291","1.291","1.220","-6.94%"
"09/21/2021","1.311","1.311","1.311","1.311","-1.43%"
"09/20/2021","1.331","1.331","1.331","1.331","0.87%"
"09/17/2021","1.319","1.319","1.319","1.319","-1.31%"
"09/16/2021","1.337","1.337","1.337","1.337","3.48%"
"09/15/2021","1.291","1.291","1.291","1.291","-1.34%"
"09/14/2021","1.309","1.309","1.309","1.309","-1.24%"
"09/13/2021","1.326","1.326","1.326","1.326","0.76%"
"09/10/2021","1.316","1.316","1.316","1.316","0.96%"
"09/09/2021","1.303","1.303","1.303","1.303","-1.18%"
"09/08/2021","1.319","1.319","1.319","1.319","3.09%"
"09/07/2021","1.279","1.279","1.279","1.279","-1.20%"
"09/06/2021","1.294","1.294","1.294","1.294","0.58%"
"09/03/2021","1.287","1.287","1.287","1.287","-1.15%"
"09/02/2021","1.302","1.302","1.302","1.302","-1.03%"
"09/01/2021","1.316","1.316","1.316","1.316","-1.05%"
"08/31/2021","1.329","1.329","1.329","1.329","2.74%"
"08/30/2021","1.294","1.314","1.314","1.294","-1.52%"
"08/27/2021","1.314","1.314","1.314","1.314","0.00%"
"08/26/2021","1.314","1.314","1.314","1.314","0.00%"
"08/25/2021","1.314","1.314","1.314","1.314","0.00%"
"08/24/2021","1.314","1.314","1.314","1.314","0.00%"
"08/23/2021","1.314","1.314","1.314","1.314","0.00%"
"08/20/2021","1.314","1.314","1.314","1.314","0.00%"
"08/19/2021","1.314","1.314","1.314","1.314","0.00%"
"08/18/2021","1.314","1.314","1.314","1.314","0.00%"
"08/17/2021","1.314","1.314","1.314","1.314","0.00%"
"08/16/2021","1.314","1.314","1.314","1.314","0.00%"
"08/13/2021","1.314","1.314","1.314","1.314","0.00%"
"08/12/2021","1.314","1.314","1.314","1.314","0.00%"
"08/11/2021","1.314","1.314","1.314","1.314","0.00%"
"08/10/2021","1.314","1.314","1.314","1.314","0.00%"
"08/09/2021","1.314","1.314","1.314","1.314","0.00%"
"08/06/2021","1.314","1.314","1.314","1.314","0.00%"
"08/05/2021","1.314","1.314","1.314","1.314","0.00%"
"08/04/2021","1.314","1.314","1.314","1.314","0.00%"
"08/03/2021","1.314","1.314","1.314","1.314","0.00%"
"08/02/2021","1.314","1.314","1.314","1.314","0.00%"
"07/30/2021","1.314","1.314","1.314","1.314","0.00%"
"07/29/2021","1.314","1.314","1.314","1.314","0.00%"
"07/28/2021","1.314","1.314","1.314","1.314","0.00%"
"07/27/2021","1.314","1.314","1.314","1.314","0.00%"
"07/26/2021","1.314","1.314","1.314","1.314","0.00%"
"07/23/2021","1.314","1.314","1.314","1.314","0.00%"
"07/22/2021","1.314","1.314","1.314","1.314","0.00%"
"07/21/2021","1.314","1.314","1.314","1.314","0.00%"
"07/20/2021","1.314","1.314","1.314","1.314","0.00%"
"07/19/2021","1.314","1.314","1.314","1.314","0.00%"
"07/16/2021","1.314","1.314","1.314","1.314","0.00%"
"07/15/2021","1.314","1.314","1.314","1.314","0.00%"
"07/14/2021","1.314","1.314","1.314","1.314","0.00%"
"07/13/2021","1.314","1.314","1.314","1.314","0.00%"
"07/12/2021","1.314","1.314","1.314","1.314","0.00%"
"07/09/2021","1.314","1.314","1.314","1.314","0.00%"
"07/08/2021","1.314","1.314","1.314","1.314","0.00%"
"07/07/2021","1.314","1.321","1.321","1.314","-0.53%"
"07/06/2021","1.321","1.321","1.321","1.321","0.00%"
"07/05/2021","1.321","1.323","1.323","1.321","-1.27%"
"07/02/2021","1.338","1.338","1.338","1.338","-0.34%"
"07/01/2021","1.342","1.342","1.342","1.342","-0.37%"
"06/30/2021","1.347","1.347","1.347","1.347","-0.33%"
"06/29/2021","1.352","1.352","1.352","1.352","-0.33%"
"06/28/2021","1.357","1.357","1.357","1.357","2.49%"
"06/25/2021","1.324","1.324","1.324","1.324","1.38%"
"06/24/2021","1.306","1.306","1.306","1.306","-0.34%"
"06/23/2021","1.310","1.377","1.377","1.310","-98.69%"
"06/22/2021","100.060","1.381","1.381","1.381","7,127.16%"
"06/21/2021","1.385","1.385","1.385","1.385","-0.75%"
"06/18/2021","1.395","1.395","1.395","1.395","-0.25%"